N,P,K,temperature,humidity,ph,rainfall,label
20.33,156.14,192.19,12.05,86.46,5.85,69.73,grapes
20.09,23.06,30.99,34.15,56.52,5.63,810.38,mango
22.2,47.9,14.04,24.29,39.63,8.38,350.0,mothbeans
42.84,22.07,36.6,23.78,97.21,5.76,212.38,coconut
18.21,10.07,20.6,21.3,89.42,7.17,744.58,orange
23.11,85.02,39.48,31.39,73.57,6.88,666.23,pigeonpeas
111.71,28.11,42.84,29.65,96.71,6.29,23.79,muskmelon
43.77,73.65,18.9,21.49,69.7,6.74,82.43,soybean
117.09,57.96,43.76,39.89,69.58,7.66,556.13,sorghum
95.37,37.25,17.07,35.65,71.52,6.06,160.72,cotton
32.16,61.51,17.31,19.08,58.62,7.7,350.61,lentil
43.18,22.1,24.03,28.65,98.58,5.81,207.57,coconut
111.78,69.29,24.08,18.98,55.02,7.57,523.96,maize
53.89,65.47,74.95,17.18,36.72,8.44,609.72,chickpea
122.0,55.93,48.05,39.54,67.19,6.04,919.6,cotton
37.64,15.58,33.38,30.02,52.78,6.42,104.05,mango
69.98,40.84,34.35,28.65,70.81,8.39,663.77,sorghum
20.33,16.39,13.02,30.73,88.53,7.23,1168.43,orange
123.04,45.8,45.68,13.97,58.49,6.62,78.66,wheat
78.43,32.66,33.44,25.37,87.16,6.0,1866.2,jute
25.09,25.28,28.83,34.42,54.58,5.1,699.82,mango
20.29,156.31,218.73,21.12,98.12,5.36,1140.57,apple
39.17,15.03,37.32,27.68,89.28,6.22,238.25,coconut
107.81,33.39,26.85,37.15,37.75,7.93,170.69,sorghum
40.32,39.39,19.67,28.68,94.29,6.26,484.97,mungbean
114.62,59.34,98.62,37.07,58.7,6.1,220.78,sugarcane
55.54,69.87,58.11,32.78,71.29,6.54,146.11,soybean
93.26,53.75,32.11,18.33,73.41,5.64,978.21,maize
13.97,65.7,20.45,25.56,69.89,6.54,530.73,lentil
112.66,82.0,41.55,30.91,81.73,6.36,85.11,banana
101.94,14.92,50.99,26.76,89.04,5.95,350.0,muskmelon
27.05,72.89,26.66,18.46,23.05,5.38,960.91,kidneybeans
34.46,116.83,203.21,21.89,95.5,6.29,1089.64,apple
38.59,32.34,16.88,19.23,87.9,6.63,1136.66,orange
45.9,46.61,56.13,45.03,95.98,6.34,1985.77,papaya
96.8,41.84,46.61,35.31,43.01,6.75,755.08,cotton
115.56,28.34,51.46,24.4,84.2,5.86,415.06,watermelon
31.78,60.78,24.48,22.23,29.0,5.73,117.49,kidneybeans
39.5,43.62,26.6,31.99,90.2,6.24,481.32,mungbean
16.07,80.78,14.38,25.47,29.77,6.02,131.38,kidneybeans
74.55,15.81,33.17,28.12,52.37,7.49,1318.8,coffee
74.41,30.19,29.2,25.88,52.77,7.32,140.1,coffee
41.2,51.17,23.75,21.55,23.27,5.85,725.16,kidneybeans
105.6,39.19,45.37,21.58,80.21,7.2,2168.33,rice
126.95,57.69,40.78,14.89,58.27,6.63,595.9,wheat
41.39,56.14,23.74,32.85,68.76,7.59,469.79,blackgram
112.91,79.08,51.37,24.36,77.38,6.63,1136.19,banana
36.34,112.51,215.38,24.29,87.41,6.15,134.27,apple
76.2,34.32,31.21,24.81,60.09,6.98,186.25,coffee
33.23,81.66,24.73,20.63,67.25,6.11,453.78,lentil
164.66,49.61,103.62,29.65,78.45,7.58,175.02,sugarcane
19.52,21.57,16.0,28.07,98.42,5.89,91.52,orange
189.42,46.67,57.05,25.99,62.6,7.45,176.02,sugarcane
14.55,134.63,189.5,20.03,85.77,6.31,110.7,apple
26.41,13.39,43.86,25.6,81.98,5.92,117.54,pomegranate
39.67,15.73,24.55,25.47,85.88,6.09,2122.1,coconut
15.89,62.03,20.44,33.41,87.78,6.25,60.1,mungbean
23.0,22.67,36.69,18.98,98.14,6.51,111.42,pomegranate
108.37,84.24,50.07,25.23,88.46,6.42,792.31,banana
125.49,66.68,30.35,17.78,67.4,7.41,547.72,wheat
20.45,51.9,17.04,18.05,29.57,5.5,654.1,kidneybeans
42.83,113.45,219.76,23.9,94.21,5.95,125.57,apple
30.33,22.66,26.01,35.51,55.3,6.9,867.31,mango
32.55,10.49,39.02,17.12,83.44,7.08,90.62,pomegranate
41.24,28.8,27.11,34.23,51.13,5.12,852.64,mango
52.59,66.94,39.4,31.71,78.5,8.15,173.65,soybean
30.35,62.21,32.7,26.89,48.37,6.49,605.95,soybean
23.12,63.24,21.8,27.05,56.44,8.43,80.79,mothbeans
33.96,71.51,21.44,35.82,63.15,7.76,524.23,blackgram
17.9,79.12,13.96,32.77,51.36,6.67,98.42,pigeonpeas
54.01,80.91,14.16,24.35,61.78,7.42,67.33,blackgram
22.42,52.61,33.03,21.91,55.28,6.73,177.97,pigeonpeas
81.75,41.18,19.02,39.65,34.01,8.57,768.27,sorghum
19.26,32.37,27.68,34.02,48.93,5.94,1037.41,mango
55.6,50.94,28.18,23.1,58.92,7.37,1024.4,maize
81.73,49.7,28.7,21.4,51.0,6.25,136.31,cotton
27.01,29.01,10.58,19.15,90.22,8.15,95.73,orange
28.34,51.41,26.11,27.28,82.08,6.71,407.86,mungbean
15.75,15.07,37.44,22.47,89.37,6.18,120.36,pomegranate
83.84,42.1,26.71,29.07,67.71,6.4,617.38,maize
29.81,31.33,41.56,21.93,94.38,6.55,881.87,pomegranate
39.68,141.58,180.08,42.39,87.96,6.33,65.57,grapes
42.53,44.3,24.49,29.83,58.88,5.71,62.62,mothbeans
14.65,21.27,24.64,33.72,52.27,5.36,697.19,mango
27.4,30.8,15.18,16.58,95.78,7.73,106.48,orange
31.59,16.44,33.1,23.93,98.67,5.64,1129.81,pomegranate
35.17,9.87,10.14,17.45,86.0,7.76,124.07,orange
32.51,143.5,201.3,24.4,91.49,6.03,100.99,apple
35.59,154.83,184.52,31.8,83.4,5.62,658.9,grapes
166.13,53.55,68.98,38.44,69.04,5.86,274.81,sugarcane
116.14,30.31,52.62,27.73,90.27,7.19,371.81,watermelon
41.14,83.88,21.7,25.54,69.29,7.68,55.21,lentil
42.48,76.06,14.75,34.12,70.19,7.32,761.83,blackgram
33.72,75.04,44.62,29.51,93.61,6.57,1834.53,papaya
27.85,110.82,183.84,24.29,94.4,5.98,135.94,apple
114.97,19.62,26.09,25.02,73.26,6.37,1841.11,coffee
98.23,87.19,53.12,24.22,79.8,6.62,119.05,banana
102.66,36.76,44.39,32.7,60.93,5.99,549.39,cotton
37.47,80.35,49.93,26.64,47.86,6.55,1294.12,soybean
37.93,123.61,191.28,22.42,82.88,5.48,69.54,grapes
17.25,118.45,218.02,32.93,76.37,6.29,756.07,grapes
44.32,75.05,46.39,24.21,51.47,7.84,1008.31,soybean
81.59,27.69,48.57,26.49,84.24,6.03,383.67,watermelon
72.53,57.11,57.23,35.62,87.68,6.83,253.45,papaya
24.51,60.27,23.93,19.68,26.37,5.86,121.55,kidneybeans
108.26,18.98,32.76,23.7,70.69,7.63,1139.67,coffee
39.3,64.69,24.3,29.86,67.48,7.41,48.53,lentil
24.59,18.67,19.33,18.08,90.98,6.02,1017.84,orange
117.47,66.54,59.12,27.92,73.42,6.39,104.78,banana
20.32,15.05,36.08,19.94,90.16,6.95,111.16,pomegranate
36.22,110.79,207.13,20.5,88.05,6.69,1312.26,apple
94.22,24.63,51.8,35.03,42.28,6.89,120.83,sorghum
95.63,30.83,56.43,27.63,87.16,6.29,20.68,muskmelon
129.09,22.41,53.42,26.37,92.06,6.21,350.0,muskmelon
39.73,44.13,18.13,27.66,88.63,7.31,55.05,mungbean
87.95,28.31,25.56,28.74,60.73,8.17,80.1,cotton
42.28,21.75,35.05,29.38,92.72,5.57,1891.87,coconut
62.36,73.12,23.13,32.89,59.05,7.22,618.42,blackgram
76.73,64.28,28.21,23.63,78.53,5.81,109.62,maize
115.91,22.12,49.19,29.65,88.76,6.61,23.43,muskmelon
31.66,28.85,25.47,29.94,90.51,6.65,247.69,coconut
48.28,58.99,15.87,29.29,63.76,6.36,69.21,blackgram
56.51,64.55,47.8,23.35,96.17,6.59,2239.16,papaya
40.76,25.7,14.43,14.22,89.97,6.99,126.87,orange
160.22,59.2,63.69,27.24,63.4,6.19,1492.78,sugarcane
36.94,53.76,46.58,28.34,85.85,6.77,192.21,papaya
40.51,14.83,20.95,17.29,85.54,6.48,125.85,orange
37.37,153.65,183.64,22.26,88.81,5.51,1199.05,apple
92.58,16.17,52.37,23.39,90.64,6.49,441.9,watermelon
83.9,30.95,25.36,35.1,33.86,8.49,111.35,sorghum
85.26,17.45,58.92,31.36,86.94,6.55,19.7,muskmelon
120.43,11.86,57.89,23.38,76.94,6.08,509.39,watermelon
38.19,28.16,10.28,13.44,92.13,7.85,104.05,orange
68.41,41.1,19.56,23.98,53.07,5.97,504.3,maize
39.33,78.32,24.47,29.25,64.96,7.17,77.66,blackgram
18.04,65.85,30.19,37.74,48.74,5.58,118.44,pigeonpeas
88.83,83.8,52.61,24.34,79.87,6.3,115.63,banana
56.51,52.23,22.25,27.29,58.06,7.87,81.29,blackgram
34.99,33.94,22.85,26.45,82.91,6.35,381.96,mungbean
55.33,58.95,20.69,34.02,71.16,7.15,65.6,blackgram
81.54,12.37,57.95,30.8,98.29,6.91,350.0,muskmelon
75.93,56.23,30.85,36.15,49.38,8.32,551.09,sorghum
96.48,42.61,32.83,39.58,58.67,6.2,1050.56,sorghum
111.72,50.07,41.78,24.2,55.14,6.55,566.26,wheat
16.37,147.05,198.07,19.87,87.46,6.62,68.53,grapes
114.92,70.61,42.02,24.09,78.04,6.01,128.69,banana
102.94,14.6,51.15,30.54,86.59,5.94,30.22,muskmelon
30.72,86.14,19.86,21.36,21.27,5.36,900.28,kidneybeans
83.67,62.49,25.98,39.85,42.24,8.37,964.66,cotton
35.54,85.11,17.48,23.25,70.96,6.34,361.2,lentil
126.82,64.76,26.78,14.6,44.43,5.85,55.56,wheat
52.32,79.32,29.92,31.24,63.28,6.81,636.18,pigeonpeas
94.8,9.27,51.83,27.77,88.48,6.33,37.85,watermelon
143.33,48.45,31.84,33.88,64.28,6.83,73.36,cotton
117.45,23.74,52.41,25.91,90.01,6.88,20.28,muskmelon
123.66,29.04,57.77,29.28,95.99,6.29,22.49,muskmelon
19.27,17.08,46.26,22.2,89.1,7.01,736.46,pomegranate
15.99,20.56,15.32,22.83,96.13,6.33,742.87,orange
38.74,24.41,29.02,27.95,93.38,6.52,1548.79,coconut
51.44,50.95,73.96,18.59,23.55,7.77,601.29,chickpea
95.44,43.61,21.6,25.91,62.16,6.27,163.34,sorghum
39.09,145.56,186.57,22.09,98.94,5.92,113.89,apple
20.45,62.22,26.43,28.25,40.93,9.32,350.0,mothbeans
54.73,53.04,53.33,32.13,54.34,6.96,75.46,sorghum
40.18,61.72,52.69,37.76,92.12,6.67,2380.7,papaya
42.63,44.23,17.52,30.29,88.0,6.93,350.0,mungbean
92.0,29.65,57.68,26.34,87.74,5.86,32.91,muskmelon
25.44,114.89,182.35,22.15,87.21,6.39,1076.27,apple
25.4,63.46,70.34,24.27,22.01,6.08,78.41,chickpea
107.26,27.99,38.02,31.34,76.6,8.43,168.34,cotton
19.12,19.52,30.65,30.79,89.93,6.15,2330.13,coconut
13.99,119.26,191.0,21.43,95.17,5.78,969.32,apple
50.95,57.35,50.97,39.31,38.19,8.69,362.9,sorghum
23.72,84.57,17.79,23.54,25.02,6.03,1054.54,kidneybeans
106.19,14.46,57.09,25.18,76.31,6.25,526.66,watermelon
16.97,128.22,183.09,21.25,94.59,6.56,1060.09,apple
36.56,152.5,191.38,11.4,82.29,6.67,62.86,grapes
20.09,145.5,186.04,23.13,95.51,6.29,104.55,apple
14.27,118.29,191.13,23.6,88.61,5.78,858.41,apple
15.17,83.17,19.16,25.03,72.19,6.73,60.42,lentil
42.57,32.86,25.67,23.56,62.44,7.38,119.99,soybean
42.66,133.54,188.8,27.64,85.1,5.38,610.9,grapes
152.46,59.57,80.06,34.76,61.67,7.11,267.25,sugarcane
44.76,53.28,17.0,34.89,58.96,7.36,68.91,blackgram
64.47,47.88,48.65,19.8,78.9,6.77,784.39,soybean
36.8,57.83,22.35,14.88,19.95,5.35,1152.84,kidneybeans
17.65,25.58,23.87,37.63,51.24,5.33,706.26,mango
75.93,34.67,29.58,24.64,40.59,7.62,763.17,sorghum
18.24,41.05,22.81,27.95,85.24,6.08,658.79,mungbean
28.53,53.47,14.37,18.15,30.63,5.83,667.01,kidneybeans
58.15,49.25,38.92,30.9,94.71,5.84,302.87,jute
42.57,69.64,57.52,26.61,91.41,6.96,2097.01,papaya
124.19,71.37,65.64,29.97,69.09,7.56,1627.93,sugarcane
72.0,25.95,38.12,30.25,52.89,7.05,175.36,sorghum
48.6,38.78,43.08,24.58,63.19,7.25,102.37,soybean
77.3,45.44,28.46,32.95,52.58,6.81,822.59,cotton
114.07,15.4,50.17,30.87,87.06,5.91,350.0,muskmelon
42.04,51.97,16.49,33.81,61.52,7.64,546.26,blackgram
35.39,39.86,20.63,32.32,65.14,5.32,586.03,mothbeans
20.25,85.88,23.36,21.47,67.99,5.91,104.5,pigeonpeas
35.11,34.86,20.92,26.99,61.25,6.62,366.69,mothbeans
16.45,136.25,185.89,23.25,91.61,5.76,919.84,apple
161.89,79.65,80.88,28.75,80.15,7.65,259.75,sugarcane
56.72,52.6,25.23,29.16,58.45,7.79,63.38,blackgram
30.67,90.75,37.69,31.86,40.9,5.41,1211.68,pigeonpeas
16.02,52.28,14.64,27.01,64.08,6.19,31.94,lentil
16.22,60.94,20.67,15.59,24.1,5.76,106.94,kidneybeans
29.91,66.82,18.03,25.76,19.89,5.66,79.98,kidneybeans
48.74,72.37,17.67,33.16,69.71,7.49,71.07,blackgram
26.51,85.05,73.9,23.61,25.06,8.64,46.92,chickpea
64.24,69.47,38.65,35.08,66.08,6.34,668.28,soybean
38.97,18.13,32.25,35.47,43.29,4.71,79.53,mango
25.55,20.53,33.15,26.92,54.08,4.55,104.0,mango
73.51,51.2,40.93,25.25,78.72,7.27,341.56,rice
22.04,28.05,30.06,26.03,44.19,6.37,105.65,mango
72.73,39.35,37.78,26.07,61.39,7.63,628.93,wheat
124.63,26.44,33.61,22.61,71.69,7.28,111.98,coffee
91.64,39.93,26.94,17.61,71.46,5.98,627.56,wheat
25.43,42.88,15.18,31.14,92.59,6.51,608.15,mungbean
39.7,14.49,36.54,34.15,46.58,6.91,977.94,mango
19.41,85.2,26.25,24.67,23.09,6.09,115.92,kidneybeans
23.51,34.22,16.42,27.67,54.96,7.58,674.75,mothbeans
35.11,77.25,16.97,15.02,25.69,5.88,97.62,kidneybeans
67.31,40.93,14.42,19.51,72.41,6.22,73.66,maize
60.47,41.97,34.66,26.69,80.3,7.35,2800.0,jute
84.51,56.01,25.32,23.28,71.15,5.66,602.11,maize
64.77,46.68,46.53,45.98,97.64,6.53,271.65,papaya
27.53,44.61,26.88,33.3,55.85,6.39,518.76,mothbeans
38.97,70.38,23.54,15.13,29.97,5.98,75.96,kidneybeans
22.43,33.81,24.21,34.25,47.29,5.0,891.41,mango
87.14,43.37,23.7,17.98,72.08,7.7,99.07,maize
55.93,41.98,56.02,39.69,87.18,6.63,162.75,papaya
119.83,54.54,72.01,31.86,66.53,7.35,2412.97,sugarcane
46.07,78.63,26.96,28.44,66.83,7.5,68.72,blackgram
35.31,115.22,199.35,22.1,84.01,6.13,67.71,grapes
37.79,45.87,14.23,22.97,61.78,4.42,350.0,mothbeans
74.83,55.22,42.37,17.66,39.86,6.79,91.98,wheat
88.01,56.1,32.86,24.67,87.04,7.3,333.23,rice
42.49,128.41,203.61,22.37,88.78,6.39,113.07,apple
22.44,144.86,194.22,11.45,83.1,5.55,78.34,grapes
131.43,42.13,14.86,22.86,63.73,6.36,77.65,cotton
100.15,49.92,32.89,21.69,96.76,5.34,177.43,rice
30.58,59.31,17.66,26.68,51.74,4.56,67.83,mothbeans
16.22,21.84,23.66,24.49,98.61,5.81,1976.97,coconut
27.63,58.97,14.22,21.71,70.15,6.33,57.31,lentil
97.19,41.15,24.16,28.21,71.17,5.72,54.82,maize
63.38,64.7,28.59,29.73,55.61,6.33,638.43,sorghum
43.03,49.81,23.64,31.35,77.11,6.42,35.97,mungbean
80.16,24.27,56.42,28.54,97.59,5.93,24.13,muskmelon
32.58,17.4,24.0,31.03,97.62,6.0,225.62,coconut
57.37,38.51,28.84,31.13,47.67,6.35,169.5,soybean
32.81,10.27,20.04,14.84,97.85,6.13,827.49,orange
128.83,68.52,58.1,26.54,72.78,8.11,1740.73,sugarcane
33.76,15.99,35.49,22.95,86.19,5.46,99.61,pomegranate
35.58,79.05,16.86,15.83,21.56,6.17,154.85,kidneybeans
20.85,59.93,15.28,26.94,62.58,7.35,56.06,lentil
39.13,78.11,27.0,22.1,72.11,6.98,58.57,lentil
53.95,67.3,72.95,24.8,17.4,6.99,405.11,chickpea
42.25,59.22,18.85,29.84,72.92,6.95,67.38,blackgram
102.08,13.14,59.02,27.18,94.62,6.77,26.43,muskmelon
85.3,49.32,33.46,37.6,89.25,7.47,2018.1,jute
88.11,43.18,33.01,24.61,98.5,6.92,329.84,rice
45.08,85.59,72.78,20.38,19.24,8.18,36.25,chickpea
39.14,24.94,33.78,35.29,44.11,5.68,989.5,mango
18.52,75.94,25.98,23.07,59.13,6.13,37.16,lentil
76.61,47.46,29.51,18.73,72.61,7.26,58.05,maize
26.14,73.64,18.56,32.08,69.65,7.2,870.24,soybean
106.38,50.7,37.88,23.99,83.13,6.34,265.94,rice
25.95,29.26,29.17,29.78,86.4,5.77,2023.75,coconut
115.98,79.43,71.48,38.28,76.38,6.04,1673.07,sugarcane
78.95,30.76,51.75,26.01,97.68,6.41,23.48,muskmelon
27.02,60.98,17.0,28.5,77.96,6.96,400.29,mungbean
57.83,75.97,25.08,32.93,72.99,7.95,61.42,blackgram
40.81,72.18,85.81,14.69,24.68,6.86,655.35,chickpea
110.99,85.14,52.52,27.2,79.61,5.85,86.12,banana
99.4,54.86,41.15,21.79,83.3,5.95,2680.83,rice
23.46,66.58,89.92,23.06,33.58,6.29,41.68,chickpea
54.36,46.98,50.45,44.27,91.54,6.79,1875.06,papaya
18.3,30.6,28.88,24.88,86.15,6.17,1846.95,coconut
22.75,72.62,24.28,28.26,52.96,7.11,721.61,pigeonpeas
17.74,23.64,26.24,26.38,95.75,6.52,1202.34,coconut
34.76,85.27,37.96,36.81,65.89,5.54,74.17,pigeonpeas
89.86,33.36,38.05,19.94,89.01,6.61,2518.39,rice
34.45,38.12,22.58,24.06,78.98,5.89,1292.63,soybean
88.34,55.82,35.48,32.3,79.17,6.78,2709.38,jute
69.05,61.91,58.27,44.54,87.68,6.83,204.09,papaya
21.78,135.82,188.5,30.11,76.9,6.61,759.13,grapes
43.41,57.16,21.09,26.55,66.82,6.31,796.79,blackgram
118.49,30.0,38.65,31.84,62.11,7.2,83.89,sorghum
95.68,45.41,14.17,18.36,52.89,6.57,78.99,maize
40.4,83.3,64.14,20.02,29.48,6.17,484.67,chickpea
130.19,85.24,89.47,31.8,73.04,8.02,2247.31,sugarcane
33.57,59.35,23.8,29.06,84.91,7.21,54.86,mungbean
27.81,62.79,26.02,28.01,89.22,7.0,622.04,mungbean
40.72,110.95,204.3,24.58,95.0,5.45,120.49,apple
19.69,59.6,40.77,27.83,60.54,5.9,1026.83,pigeonpeas
25.02,53.22,14.21,19.09,28.27,5.51,922.54,kidneybeans
28.29,73.98,90.12,21.41,28.56,7.37,759.19,chickpea
61.05,39.71,39.0,36.34,87.99,7.21,321.21,jute
55.93,68.05,17.48,31.49,63.93,6.39,62.33,blackgram
52.98,79.97,26.86,24.87,62.27,6.23,872.97,pigeonpeas
92.76,10.58,57.51,30.19,94.9,6.87,26.34,muskmelon
91.9,18.26,49.5,26.25,95.46,6.36,371.71,muskmelon
26.28,74.54,26.95,31.27,64.87,6.8,33.08,lentil
18.83,153.01,200.56,22.93,92.73,6.33,1168.29,apple
28.04,140.12,207.56,18.66,81.95,6.62,810.81,grapes
22.31,76.7,21.7,18.84,23.48,6.09,675.79,kidneybeans
35.79,50.83,19.45,19.09,21.21,5.8,83.72,kidneybeans
35.79,67.69,18.48,30.8,69.62,6.64,38.83,lentil
127.68,55.72,31.97,37.91,40.92,6.9,180.32,cotton
38.52,20.41,32.23,20.58,88.38,6.32,106.21,pomegranate
41.75,77.42,18.5,23.92,62.9,5.92,459.84,lentil
13.84,118.12,198.6,28.62,78.05,5.67,67.84,grapes
126.75,70.16,47.47,25.22,71.82,6.2,105.17,banana
79.29,38.71,40.98,36.74,87.14,7.19,1740.31,jute
66.1,50.05,36.36,24.93,90.91,7.15,237.91,rice
156.05,52.97,93.91,28.74,72.24,7.72,2706.16,sugarcane
39.39,123.6,203.98,24.3,87.79,6.24,116.03,apple
157.85,74.02,65.63,26.41,71.7,7.97,1221.55,sugarcane
49.26,84.11,75.26,20.49,28.54,7.41,474.72,chickpea
37.7,75.83,79.16,21.25,27.3,5.99,697.84,chickpea
122.25,30.05,45.84,23.27,83.83,6.4,51.83,watermelon
85.66,34.5,20.4,36.87,63.8,7.24,505.03,sorghum
19.31,67.05,25.08,19.56,61.54,7.24,55.87,lentil
93.25,34.66,15.81,26.27,63.69,6.56,733.75,maize
109.77,31.92,28.03,29.29,72.91,7.56,143.29,cotton
38.51,69.23,19.56,23.7,63.19,7.91,47.89,lentil
92.06,21.73,57.43,27.33,77.92,6.62,588.15,watermelon
75.12,22.5,48.75,24.78,90.29,5.91,518.2,watermelon
71.29,65.66,38.43,23.38,63.21,7.4,91.16,wheat
29.89,55.04,17.76,22.08,60.72,8.42,713.95,pigeonpeas
30.41,60.29,17.65,21.39,55.93,6.63,1102.38,pigeonpeas
23.85,68.7,23.4,36.42,70.87,6.9,107.81,pigeonpeas
100.06,43.02,30.88,28.71,63.56,6.67,84.25,maize
52.62,80.43,17.02,31.67,66.73,7.55,64.27,blackgram
131.68,54.54,41.99,34.14,63.99,6.64,139.77,cotton
14.22,29.5,29.93,24.54,91.4,6.55,135.71,coconut
71.03,37.88,44.16,37.48,78.89,6.49,202.36,jute
76.74,62.07,27.55,29.29,66.82,7.23,174.64,sorghum
34.68,128.08,205.47,20.14,85.28,6.01,671.32,grapes
22.73,59.66,26.49,32.53,47.98,4.24,350.0,mothbeans
28.97,120.76,203.05,31.74,77.17,6.48,557.4,grapes
80.95,42.75,28.69,38.71,47.68,7.21,457.41,cotton
85.0,58.3,23.93,22.54,55.92,7.39,88.33,maize
120.29,28.76,58.55,29.69,98.4,5.93,22.0,muskmelon
17.27,9.6,42.45,18.63,95.39,5.67,871.32,pomegranate
116.97,51.91,30.03,24.63,33.53,8.18,639.24,sorghum
16.44,13.01,12.85,11.65,93.44,6.27,92.55,orange
51.86,75.23,23.88,28.08,40.24,8.16,1263.05,pigeonpeas
38.0,28.09,20.93,32.03,87.93,7.97,103.82,orange
39.3,21.62,33.22,28.05,44.65,4.95,83.93,mango
32.73,11.03,40.59,18.77,87.84,6.69,110.36,pomegranate
27.1,37.74,29.69,26.81,46.74,5.44,108.58,mango
36.84,10.67,45.15,18.6,98.58,7.35,972.44,pomegranate
96.16,38.14,42.72,20.14,99.26,6.92,1878.97,rice
17.83,80.69,31.65,32.33,71.01,7.62,1103.61,pigeonpeas
98.95,49.33,36.13,20.59,98.8,7.37,2800.0,rice
115.05,12.65,50.27,26.79,89.66,6.14,44.74,watermelon
24.06,131.63,205.89,24.66,92.7,5.78,102.35,apple
124.63,58.37,20.24,36.4,76.84,7.45,1400.51,cotton
16.48,57.4,26.71,27.72,85.45,6.16,350.0,mungbean
90.92,15.54,50.8,25.68,76.59,6.54,654.48,watermelon
42.45,18.8,24.55,36.25,54.21,4.48,101.06,mango
75.13,27.17,32.34,27.32,65.75,6.68,1502.5,coffee
20.77,57.27,25.54,27.95,76.98,6.56,371.26,mungbean
118.1,48.1,47.99,14.39,51.98,6.1,562.28,wheat
75.84,90.39,58.32,30.59,74.49,6.04,752.75,banana
39.69,54.3,20.59,30.31,71.0,7.86,37.41,lentil
95.01,30.72,31.61,23.22,52.75,6.68,1501.87,coffee
61.73,58.5,21.83,35.62,67.57,7.38,64.75,blackgram
65.97,45.55,38.35,33.35,65.22,8.0,479.78,cotton
35.95,36.94,35.08,29.27,49.07,7.19,95.0,mango
34.06,59.28,19.66,21.61,20.76,5.77,612.43,kidneybeans
41.66,52.86,20.01,30.82,65.11,7.2,59.77,lentil
14.21,141.92,200.27,11.04,87.15,5.49,66.64,grapes
63.37,47.58,37.64,23.98,79.26,5.61,2034.88,rice
124.16,18.8,52.5,26.73,86.58,6.93,21.68,muskmelon
23.79,66.99,31.3,31.78,44.6,7.45,114.98,pigeonpeas
136.33,49.42,26.87,27.97,51.93,7.66,63.58,cotton
19.96,31.94,37.09,21.57,92.37,5.72,962.25,pomegranate
36.96,21.19,17.59,28.86,87.91,6.79,822.88,orange
123.26,13.89,29.67,23.24,54.92,7.67,1844.57,coffee
34.45,19.32,33.37,27.27,46.09,6.23,101.12,mango
152.44,86.33,88.85,36.23,86.81,6.57,252.89,sugarcane
38.83,11.94,41.06,19.65,92.18,7.34,124.55,pomegranate
86.09,61.4,43.41,16.64,65.58,7.48,654.49,wheat
86.26,62.97,44.18,25.15,56.7,6.49,1109.15,cotton
40.95,65.4,14.32,22.09,20.86,6.1,1008.09,kidneybeans
98.93,69.21,47.71,25.83,75.23,5.75,1304.21,banana
38.71,80.65,20.52,19.99,64.37,6.08,55.9,lentil
38.58,72.57,18.47,34.88,69.4,7.16,66.78,blackgram
82.34,42.46,36.27,23.19,64.0,6.34,426.3,wheat
40.97,69.11,31.62,26.31,61.69,5.41,1244.35,pigeonpeas
37.47,42.02,47.34,36.1,92.53,7.04,1909.93,papaya
47.11,60.32,20.9,22.25,67.8,7.68,151.71,pigeonpeas
96.44,38.05,50.98,24.0,42.61,7.7,939.54,sorghum
76.99,17.43,49.38,26.63,93.71,6.95,592.22,watermelon
96.42,54.35,20.55,21.06,65.28,7.57,118.12,maize
49.85,47.42,51.0,32.4,87.64,6.78,253.81,papaya
34.95,63.91,21.85,31.86,70.51,6.54,72.36,blackgram
73.23,72.39,48.37,24.36,89.3,6.77,2121.91,papaya
32.79,143.39,217.81,23.84,98.25,6.12,135.43,apple
65.7,27.46,18.62,25.63,45.38,7.77,149.5,sorghum
28.71,11.24,42.62,20.78,85.91,7.33,1033.49,pomegranate
42.36,37.7,20.08,28.15,55.93,5.11,350.0,mothbeans
49.9,43.2,32.0,39.51,34.64,6.71,83.01,sorghum
50.59,76.54,34.32,27.71,68.85,7.93,1215.38,pigeonpeas
101.87,36.24,36.14,21.77,96.83,6.32,2800.0,rice
33.74,52.53,24.2,32.88,88.06,6.39,57.8,mungbean
140.96,54.62,66.55,28.4,60.88,6.02,2054.3,sugarcane
20.77,44.39,26.89,31.63,52.81,6.85,57.84,mothbeans
64.63,46.01,34.34,27.05,82.86,6.27,1884.28,rice
79.04,14.93,48.37,27.78,93.57,6.61,45.61,watermelon
64.45,73.41,52.92,24.59,81.36,7.69,64.35,soybean
108.11,34.04,35.52,24.02,64.14,6.29,2027.18,coffee
52.01,56.02,21.77,32.26,67.69,6.86,170.36,soybean
18.62,20.95,17.8,27.29,99.33,7.89,109.67,orange
110.08,70.15,27.49,20.13,64.5,7.48,57.61,maize
71.28,54.72,38.17,33.27,83.95,6.29,2800.0,jute
88.52,39.68,32.45,28.22,96.24,6.56,324.94,rice
37.36,46.55,15.74,30.93,81.09,6.98,434.59,mungbean
29.87,117.37,190.8,26.62,79.1,5.47,82.33,grapes
80.11,18.6,53.28,23.9,92.23,6.37,592.83,watermelon
64.0,45.87,48.47,25.37,97.04,6.57,1567.06,rice
17.2,26.77,14.49,14.55,91.49,7.35,100.74,orange
24.41,16.6,32.88,30.04,97.21,6.49,2129.3,coconut
