N,P,K,temperature,humidity,ph,rainfall,label
53.32,37.02,51.38,27.48,70.77,7.51,868.68,orange
94.88,33.54,44.03,31.49,44.63,7.95,748.59,sorghum
46.66,26.07,38.49,27.36,46.69,6.93,412.11,bajra
51.14,20.77,39.03,26.51,83.33,5.77,3557.73,cashew
57.39,28.17,106.3,26.04,68.87,5.94,1784.9,coconut
259.82,71.44,95.53,22.61,56.78,7.95,1350.19,sugarcane
54.64,45.33,78.38,28.01,31.91,6.63,437.22,pomegranate
57.6,40.25,28.98,31.04,88.24,6.16,1537.75,ragi
60.72,27.46,120.13,33.1,80.71,5.63,2925.08,coconut
72.17,31.4,39.01,27.73,39.27,8.26,841.92,sorghum
61.19,32.71,24.64,24.25,42.02,6.41,323.33,bajra
90.97,59.48,51.03,13.6,46.57,6.64,534.67,wheat
145.75,33.95,30.54,33.33,45.97,8.68,768.69,cotton
87.33,51.01,25.3,26.04,64.96,7.79,750.03,sorghum
77.8,60.74,36.5,17.83,51.47,6.68,789.23,wheat
40.46,19.36,38.33,35.4,63.25,7.94,1175.87,orange
70.9,44.75,44.71,31.59,73.94,6.63,1716.01,rice
39.51,55.09,22.2,32.63,43.0,7.95,800.83,pigeonpeas
29.78,38.85,29.27,28.62,62.99,5.32,3082.1,ragi
83.23,65.0,37.63,30.26,58.72,7.12,682.43,maize
30.55,111.0,158.52,23.43,65.19,7.81,505.07,grapes
37.93,22.35,33.13,33.9,47.86,7.71,1140.96,orange
43.26,55.03,75.02,21.4,38.49,6.72,452.34,chickpea
31.24,80.28,142.0,34.92,50.13,7.46,553.92,grapes
102.25,48.92,49.25,24.82,65.97,7.39,666.66,onion
108.82,56.55,58.28,30.49,49.95,7.28,540.19,tomato
46.78,16.32,44.34,24.12,86.66,6.61,3778.86,mango
47.12,38.16,42.1,20.14,54.95,8.25,608.12,pomegranate
62.57,43.94,31.86,37.3,48.1,7.56,857.39,orange
131.78,54.04,111.98,39.43,81.71,6.01,1400.84,banana
26.75,36.39,61.23,35.63,30.82,7.24,463.89,pomegranate
26.21,51.17,32.68,32.97,72.18,6.73,757.75,groundnut
31.1,80.5,21.98,35.57,52.54,7.82,781.42,pigeonpeas
29.06,79.41,19.64,33.06,65.61,7.12,810.68,soybean
25.62,82.52,113.11,27.65,51.51,7.59,862.59,grapes
40.29,21.53,60.49,28.89,55.21,6.87,1150.95,orange
46.77,28.54,57.95,38.84,57.32,7.72,962.36,orange
25.81,85.18,186.01,23.81,39.0,7.18,693.02,grapes
57.43,20.61,62.49,33.41,42.08,7.15,762.67,orange
60.85,42.14,33.15,24.22,77.8,5.74,1351.98,ragi
44.84,47.62,48.05,34.1,70.78,6.41,484.97,groundnut
104.05,42.92,46.06,29.49,48.8,6.33,835.17,onion
33.5,37.86,88.88,24.5,72.36,5.4,1642.04,coconut
46.83,45.7,43.48,30.84,54.62,7.05,516.29,groundnut
47.45,61.17,30.84,38.03,39.0,6.47,1056.49,pigeonpeas
70.5,47.25,40.44,39.12,44.2,7.41,422.08,sorghum
41.58,36.21,46.72,23.93,59.36,6.99,1045.43,orange
37.05,120.3,126.16,33.45,67.17,6.95,812.52,grapes
112.54,60.03,45.16,19.18,51.42,8.01,415.64,wheat
83.93,44.18,22.16,34.21,29.2,6.66,515.76,bajra
39.98,31.06,70.32,27.46,40.16,6.9,748.08,pomegranate
90.43,43.95,40.95,23.89,63.15,6.91,630.55,wheat
37.35,47.37,24.17,25.83,61.66,6.65,912.6,pigeonpeas
40.18,25.31,79.23,26.14,40.62,6.9,808.03,pomegranate
108.03,51.62,100.89,20.3,75.91,6.3,846.33,tomato
39.57,51.44,53.48,20.85,34.73,8.21,578.38,chickpea
44.62,30.54,64.88,30.54,44.2,6.57,994.7,sweet_lime
77.72,50.21,43.81,30.52,92.33,6.58,3524.72,rice
81.98,48.05,33.74,29.04,78.78,5.97,2763.06,rice
45.16,40.08,85.53,24.28,71.49,6.35,3336.69,coconut
204.35,59.88,155.54,38.04,73.93,7.32,991.41,banana
57.79,25.53,76.67,30.89,84.33,7.15,1420.98,coconut
85.14,66.43,54.91,24.92,58.71,6.16,635.12,maize
212.87,87.99,134.77,22.96,82.21,6.6,984.18,sugarcane
44.61,58.8,19.64,38.36,47.85,8.15,880.09,pigeonpeas
28.97,35.42,40.78,33.14,64.39,7.59,1082.12,orange
49.42,18.94,29.01,26.0,86.66,5.92,3051.5,mango
50.11,33.61,100.02,34.14,83.46,7.56,3698.66,coconut
121.8,72.15,26.2,39.37,73.84,7.94,879.33,cotton
122.82,38.22,20.34,24.16,64.36,7.96,1020.97,cotton
168.87,97.34,128.98,29.98,56.13,7.04,1223.1,sugarcane
29.37,34.32,34.86,32.17,76.2,5.13,2830.51,ragi
52.4,37.69,99.07,24.97,89.41,6.15,2617.7,coconut
85.88,66.28,28.84,29.88,64.1,5.81,519.37,maize
126.64,72.68,35.6,27.77,48.53,8.39,614.87,cotton
137.79,60.43,47.16,31.05,56.87,6.01,540.63,maize
34.46,32.03,43.25,23.88,72.3,5.51,3304.46,mango
40.12,47.14,29.67,27.07,71.96,6.39,1040.81,orange
32.18,19.67,33.45,26.25,76.07,6.09,2889.7,cashew
45.8,35.8,60.78,29.04,44.52,7.73,788.55,sweet_lime
195.49,69.68,130.27,32.89,78.37,6.51,1971.7,sugarcane
150.3,58.86,80.88,27.44,83.78,7.62,1997.84,sugarcane
107.39,62.31,41.07,31.35,85.95,7.04,3779.19,rice
32.41,76.53,62.64,15.37,26.48,7.48,522.91,chickpea
141.39,94.09,110.72,36.92,68.88,6.73,1345.68,banana
234.81,74.82,130.7,34.29,55.56,6.59,911.12,sugarcane
84.42,59.64,47.78,24.06,40.53,7.17,453.11,wheat
25.85,39.91,62.97,19.33,65.68,8.15,1018.33,orange
33.76,33.03,76.45,20.11,55.71,7.51,649.55,pomegranate
62.73,22.8,20.28,21.52,89.48,5.69,2940.83,ragi
39.14,21.4,58.85,19.63,60.59,7.26,581.24,pomegranate
35.06,31.23,58.15,21.2,80.83,6.0,3590.37,mango
123.3,58.23,39.88,36.48,47.43,6.98,619.65,cotton
109.81,48.4,51.17,31.82,63.59,7.49,553.27,onion
56.92,25.6,70.03,19.87,33.91,6.79,450.87,pomegranate
46.52,122.58,159.25,34.63,68.17,7.71,657.63,grapes
99.35,37.6,54.69,25.72,51.45,7.23,584.36,maize
91.71,58.36,61.53,30.3,64.43,6.93,579.86,tomato
144.4,61.11,27.83,26.58,41.69,8.48,1139.41,cotton
88.68,41.55,54.21,18.01,63.33,6.9,664.32,maize
67.38,43.95,20.5,24.27,53.12,6.89,387.39,bajra
107.54,50.27,43.9,32.61,73.52,6.02,2503.87,rice
53.29,40.94,46.83,23.74,70.07,7.7,983.68,orange
146.78,60.2,95.8,33.49,68.17,8.23,1770.25,sugarcane
47.42,24.51,23.72,33.09,68.79,6.01,2693.31,cashew
110.69,33.57,47.48,31.62,84.05,5.51,1579.17,rice
89.51,43.54,53.63,29.41,77.63,7.41,2650.99,rice
90.98,50.55,47.21,20.13,61.42,6.83,455.67,wheat
60.58,19.65,113.02,24.93,81.63,6.0,3222.72,coconut
142.95,82.36,80.08,18.86,65.44,6.38,932.69,tomato
74.12,39.55,57.35,22.32,58.48,6.54,878.99,onion
127.01,62.21,38.51,26.55,67.94,5.96,825.51,maize
35.78,69.95,70.08,24.3,37.81,6.33,514.13,chickpea
51.43,28.39,28.95,33.39,74.04,5.38,2466.65,cashew
188.83,47.62,119.22,30.75,85.47,6.35,1291.51,banana
34.95,66.91,48.45,19.33,17.43,6.39,531.05,chickpea
46.45,50.11,54.15,25.34,36.22,7.74,754.04,chickpea
115.67,61.12,138.94,24.96,64.23,6.18,1313.1,banana
33.82,21.8,113.18,31.6,71.42,6.14,1678.46,coconut
142.38,74.03,97.5,38.01,61.51,6.57,1486.38,sugarcane
64.65,50.35,47.15,21.15,65.5,7.66,517.9,onion
20.58,50.27,47.19,16.6,35.45,8.51,711.37,chickpea
129.54,75.78,57.64,18.93,67.36,6.85,783.02,tomato
38.64,81.4,178.58,30.88,60.54,7.2,790.42,grapes
143.82,56.58,24.88,23.69,68.57,7.35,835.19,cotton
31.93,22.71,25.73,31.57,89.42,6.65,2292.12,ragi
57.16,34.61,64.48,34.82,64.26,7.37,585.62,pomegranate
36.33,56.78,63.13,15.75,38.82,7.49,569.53,chickpea
103.63,38.84,55.31,28.31,52.54,6.55,666.85,maize
88.43,52.2,32.01,21.61,65.93,6.94,775.7,wheat
81.08,67.97,40.25,24.22,54.99,6.83,409.77,wheat
51.67,27.32,32.75,38.75,48.17,6.64,548.93,bajra
139.05,76.68,61.15,22.89,72.18,5.88,1002.64,tomato
39.9,49.17,25.34,31.78,61.95,6.6,627.75,soybean
102.89,66.28,39.46,26.03,60.44,7.57,607.41,wheat
25.82,109.03,164.29,13.66,53.9,6.96,826.95,grapes
36.51,40.53,25.22,23.63,86.99,5.52,1913.67,ragi
103.92,41.32,34.18,16.66,57.13,7.36,728.32,wheat
60.2,47.36,34.22,28.23,47.88,6.37,599.42,sweet_lime
124.5,52.0,39.46,17.75,58.18,8.01,760.65,wheat
54.32,25.64,20.59,31.28,68.3,5.1,1544.8,ragi
30.38,117.8,114.59,23.27,51.84,7.06,792.35,grapes
43.52,37.67,36.41,24.59,60.03,8.46,631.31,bajra
21.34,73.66,32.75,33.86,44.7,6.37,871.87,groundnut
147.22,55.69,19.6,34.53,70.35,6.69,704.76,cotton
43.32,73.1,55.66,23.21,23.14,7.87,512.7,chickpea
31.29,20.45,30.93,29.72,62.65,5.46,2962.29,mango
30.26,48.92,30.02,24.04,54.45,7.48,611.99,soybean
47.98,36.15,49.72,38.04,71.1,6.47,769.34,orange
52.94,24.06,54.02,26.1,57.03,6.6,988.54,sweet_lime
60.12,23.68,53.17,23.08,57.66,7.43,1035.29,orange
45.05,43.75,34.65,30.09,60.7,7.15,760.79,orange
33.52,50.15,19.93,22.03,68.73,6.59,621.68,soybean
21.33,60.1,49.41,21.17,64.46,7.13,534.81,groundnut
21.23,64.74,24.18,30.88,60.06,7.75,731.5,soybean
76.62,37.58,37.66,31.04,36.06,7.93,592.09,sorghum
19.81,52.23,32.86,30.1,61.18,8.25,673.82,pigeonpeas
119.58,60.5,37.35,14.66,46.21,7.5,750.26,wheat
129.17,40.84,14.44,35.39,53.45,6.81,1111.86,cotton
81.49,41.46,43.4,24.66,41.69,6.62,750.04,wheat
37.99,31.45,64.19,22.62,50.09,6.77,920.97,sweet_lime
95.69,55.79,26.21,27.47,54.06,7.26,625.02,cotton
25.17,25.0,55.02,26.13,83.83,5.44,2624.69,mango
33.39,23.7,28.2,25.25,71.07,7.08,2985.9,mango
183.03,91.6,85.83,31.62,58.34,7.19,1816.71,sugarcane
112.95,49.38,28.76,27.62,72.81,7.07,684.37,maize
25.25,15.02,25.21,31.4,77.5,5.58,3724.89,cashew
19.06,85.72,117.33,16.47,54.63,6.45,729.47,grapes
33.65,69.54,78.85,18.47,26.08,6.81,411.61,chickpea
25.97,74.21,62.27,18.87,17.99,7.58,533.63,chickpea
38.55,27.83,74.87,19.47,43.56,7.66,789.02,pomegranate
129.82,68.61,25.94,27.32,70.32,7.96,1019.29,cotton
93.79,55.7,35.44,24.08,46.9,6.57,511.13,wheat
116.2,36.94,56.81,25.68,87.48,6.3,3382.47,rice
80.16,44.38,49.42,21.37,64.1,6.94,665.9,wheat
31.28,32.68,38.65,25.1,63.66,6.3,2590.98,ragi
47.22,45.7,37.4,33.94,66.32,7.91,806.05,sweet_lime
48.13,19.1,31.22,27.97,90.24,6.55,3758.85,mango
133.0,73.57,103.21,33.22,71.7,5.98,711.03,tomato
30.44,22.89,61.62,29.5,50.18,6.92,649.48,sweet_lime
48.84,31.32,82.31,25.66,76.21,6.85,3008.56,coconut
37.12,22.8,25.73,31.15,71.89,6.42,2598.88,ragi
80.79,30.89,33.74,35.49,62.07,7.17,655.34,bajra
45.54,46.86,63.14,25.53,57.95,6.74,627.88,pomegranate
105.9,55.35,54.92,25.36,65.86,7.27,579.05,maize
128.51,82.52,106.68,32.95,75.88,7.3,815.02,tomato
130.66,90.76,173.81,39.06,79.14,7.91,1372.24,banana
44.55,19.0,28.5,28.29,88.27,6.2,1653.45,ragi
61.86,21.72,104.76,35.29,86.5,6.21,1867.13,coconut
85.48,63.59,53.14,22.14,89.49,6.69,3264.6,rice
189.3,94.46,127.57,34.74,61.36,8.36,1049.03,sugarcane
54.36,36.07,113.73,25.21,90.88,6.09,2314.04,coconut
32.29,47.91,36.08,24.68,53.65,6.14,594.43,pigeonpeas
32.36,31.88,19.9,29.54,75.27,5.52,1900.38,ragi
126.62,54.77,47.06,29.07,61.9,6.02,590.2,maize
62.37,32.85,26.98,31.88,53.76,7.09,499.21,sorghum
42.28,44.6,34.54,21.94,56.98,6.68,971.89,soybean
41.52,15.33,32.58,24.92,89.82,5.71,2740.43,mango
33.23,22.39,47.72,32.7,79.89,5.65,3291.57,mango
77.05,38.28,38.34,29.89,59.22,6.38,501.43,bajra
48.08,39.76,79.79,34.82,78.43,7.11,3752.24,coconut
47.77,42.44,34.47,22.29,46.5,7.21,1015.22,sweet_lime
36.7,20.28,40.61,27.3,88.04,6.37,3874.63,cashew
150.98,66.51,29.98,38.33,65.77,7.73,758.71,cotton
42.05,25.89,44.03,33.87,57.5,6.56,857.55,sweet_lime
57.56,47.59,57.57,32.03,57.47,7.41,790.97,sweet_lime
40.39,60.19,36.41,32.45,67.31,6.41,930.72,pigeonpeas
35.77,58.56,49.0,22.21,48.5,7.54,833.94,groundnut
24.55,48.85,58.32,23.49,21.95,8.13,594.57,chickpea
98.9,53.34,54.07,17.85,57.84,6.82,637.34,maize
248.73,66.59,99.22,27.29,56.55,6.74,2343.86,sugarcane
37.23,26.02,123.72,30.95,89.98,6.8,2570.17,coconut
22.48,18.36,40.06,22.0,65.46,6.87,2584.87,mango
116.24,65.19,28.87,26.67,45.33,7.0,774.45,wheat
51.41,43.55,79.08,38.66,64.68,8.22,724.65,pomegranate
194.38,93.73,141.44,35.65,78.22,6.06,786.91,banana
52.37,107.32,148.0,14.18,55.17,7.41,705.63,grapes
38.16,28.6,34.24,26.55,60.79,5.59,2066.39,cashew
19.58,92.19,170.2,34.49,47.51,6.65,709.73,grapes
29.28,72.67,35.68,35.51,51.85,6.95,837.36,pigeonpeas
20.33,60.95,36.53,27.68,49.12,7.67,957.91,pigeonpeas
85.81,43.46,41.03,21.78,49.56,6.19,510.49,onion
45.69,22.11,54.9,33.73,66.14,6.08,1890.17,mango
42.74,65.44,60.06,19.35,34.27,6.87,648.13,chickpea
110.89,58.79,32.55,23.94,52.43,6.2,687.97,maize
78.89,35.44,40.24,34.1,74.69,7.61,3486.8,rice
52.84,38.89,29.66,25.71,53.9,7.82,601.92,bajra
106.07,45.94,54.55,22.46,67.53,7.06,640.17,maize
34.59,64.38,35.87,30.42,66.54,6.78,634.13,groundnut
51.19,42.15,79.45,35.26,92.08,6.02,3404.35,coconut
45.21,45.91,55.18,33.94,71.43,7.28,834.32,groundnut
87.2,50.66,41.3,28.33,74.04,5.79,882.48,maize
18.96,48.75,34.75,33.66,53.58,6.46,869.44,groundnut
37.72,28.09,36.2,23.91,70.7,6.6,3255.55,ragi
259.92,100.53,101.83,24.14,57.85,7.34,2069.37,sugarcane
64.0,37.78,67.01,27.23,39.36,7.78,634.98,sweet_lime
26.13,69.5,21.92,37.76,60.95,6.81,930.45,pigeonpeas
18.8,76.41,20.47,39.15,67.94,6.8,938.15,pigeonpeas
47.04,41.49,52.98,24.14,60.85,7.84,808.25,sweet_lime
131.57,67.85,161.41,37.18,75.11,7.62,976.25,banana
124.57,68.17,33.3,23.18,38.66,6.8,669.56,wheat
147.07,39.11,22.88,25.17,72.59,7.17,1025.48,cotton
25.49,45.57,54.34,20.76,28.59,6.16,641.64,chickpea
50.15,38.22,39.17,33.29,58.84,7.87,1000.49,soybean
151.83,50.82,22.67,36.71,69.52,7.2,992.73,cotton
46.59,56.65,61.76,19.87,25.73,6.83,721.41,chickpea
47.38,84.6,182.75,23.97,40.71,7.72,823.34,grapes
30.6,39.04,126.55,32.74,67.78,6.06,2912.74,coconut
87.4,39.95,57.7,32.01,51.85,6.9,560.32,onion
22.97,67.09,37.05,25.26,54.72,7.36,844.47,groundnut
54.16,41.46,43.99,32.41,64.44,7.93,637.53,sweet_lime
30.35,35.98,23.34,22.26,89.32,5.24,2181.73,ragi
92.07,49.17,35.34,33.48,52.69,7.84,462.58,sorghum
27.72,58.43,31.58,26.8,42.32,8.19,706.26,pigeonpeas
194.53,60.32,81.72,31.98,75.44,8.22,1252.14,sugarcane
35.9,65.9,22.89,30.05,62.04,7.45,1104.48,pigeonpeas
74.36,38.61,21.1,25.24,53.19,6.49,586.91,bajra
28.32,21.56,56.55,30.9,69.72,8.33,984.7,sweet_lime
18.57,76.6,20.14,30.59,52.35,7.78,600.46,pigeonpeas
53.19,24.23,53.88,22.96,62.51,8.45,751.33,pomegranate
67.75,46.9,40.47,32.35,61.05,7.85,646.87,sweet_lime
87.22,53.93,39.8,33.02,65.97,5.79,758.7,maize
121.24,81.3,74.05,30.45,54.47,6.4,570.88,tomato
84.39,23.69,30.34,37.24,32.47,8.62,677.1,bajra
124.94,76.57,122.23,35.78,88.08,6.52,1184.61,banana
29.3,41.08,76.6,27.91,43.04,8.0,612.02,pomegranate
39.56,112.34,119.23,28.31,44.46,6.73,631.0,grapes
127.09,56.6,38.1,17.49,48.48,7.15,884.43,maize
76.68,68.34,63.67,25.89,55.1,7.82,638.86,onion
215.07,79.98,132.9,21.51,79.56,6.61,1029.53,sugarcane
49.68,41.54,32.46,23.54,70.94,6.41,1376.96,ragi
33.75,28.17,51.05,23.05,39.9,7.55,764.96,pomegranate
71.47,59.57,53.39,25.48,51.63,7.27,651.87,onion
40.85,15.1,34.32,34.26,75.78,5.72,1953.55,mango
39.54,28.86,68.47,38.65,60.78,8.09,964.13,sweet_lime
46.52,41.52,64.17,27.24,59.25,7.51,761.56,pomegranate
18.54,58.8,21.97,29.95,42.99,7.06,992.17,pigeonpeas
61.01,22.92,101.53,34.5,79.31,7.48,3093.07,coconut
45.84,18.93,62.49,35.38,39.92,8.31,894.77,sweet_lime
35.65,46.7,60.48,36.32,54.41,7.36,713.91,pomegranate
22.89,74.09,77.89,24.57,33.89,6.95,373.2,chickpea
50.07,84.85,163.8,19.52,45.14,8.15,556.57,grapes
84.4,49.49,39.54,16.41,44.38,7.94,403.92,wheat
58.46,26.36,29.32,31.22,69.03,6.51,1111.26,orange
22.88,51.63,23.8,29.54,72.25,7.09,973.69,pigeonpeas
28.97,37.97,31.19,34.67,73.93,6.22,1033.39,soybean
76.91,62.5,30.5,17.34,62.61,7.67,398.97,wheat
56.73,36.46,41.74,27.64,56.3,8.41,721.64,pomegranate
39.74,39.58,63.61,34.51,84.14,6.5,3754.37,coconut
32.33,54.36,56.57,34.6,51.91,7.01,593.3,groundnut
25.39,50.49,62.76,22.56,28.78,7.58,794.54,chickpea
36.84,32.04,41.89,29.44,76.29,6.5,2738.99,mango
55.41,22.99,44.1,29.81,69.31,7.61,868.97,sweet_lime
76.43,43.68,24.37,38.07,61.5,8.65,325.22,bajra
44.75,28.64,37.71,23.3,86.44,6.13,2901.4,ragi
69.92,51.87,46.38,25.72,47.69,6.85,691.96,sorghum
78.74,49.72,46.77,29.57,53.48,7.46,509.72,onion
100.13,61.9,78.13,26.53,56.01,6.25,587.06,tomato
33.43,31.52,54.49,39.47,64.94,8.14,759.8,orange
48.97,42.21,19.14,26.84,83.3,5.58,1709.02,ragi
229.8,76.35,137.17,27.17,80.38,6.53,2295.38,sugarcane
113.52,39.37,33.98,21.5,67.39,6.99,619.6,wheat
83.26,46.53,39.96,29.72,58.54,6.95,622.67,bajra
117.72,55.37,49.22,24.31,58.28,7.52,461.36,maize
151.12,44.36,27.34,33.06,46.19,7.5,990.98,cotton
115.0,41.85,33.46,25.65,50.64,7.41,545.62,wheat
52.92,29.32,25.43,24.7,36.87,8.27,470.67,sorghum
45.04,59.48,47.22,22.24,57.0,6.2,734.37,groundnut
97.81,79.93,58.57,31.98,73.41,7.19,957.05,tomato
23.5,83.3,171.0,14.48,54.87,6.54,548.17,grapes
45.93,65.97,41.06,29.26,54.6,6.33,1096.09,soybean
26.31,28.19,28.64,25.33,79.47,6.05,3624.57,mango
32.34,47.53,62.86,18.11,28.89,7.25,507.94,chickpea
140.98,37.06,18.64,33.98,64.34,7.9,1124.65,cotton
54.21,21.02,70.06,27.68,62.8,7.29,542.76,pomegranate
25.02,38.21,38.93,24.54,68.97,6.18,835.72,groundnut
45.55,23.04,74.37,30.1,88.9,6.44,3240.3,coconut
32.48,49.56,26.35,28.26,58.44,6.7,1082.4,pigeonpeas
30.85,42.19,42.21,24.54,81.8,6.6,2703.05,ragi
34.32,66.29,54.87,16.61,19.6,6.65,479.29,chickpea
22.79,17.87,36.18,29.47,66.9,6.19,1727.67,cashew
130.96,51.51,29.3,30.96,47.3,7.44,743.1,cotton
140.08,48.26,27.39,27.52,59.93,6.93,1113.25,cotton
183.88,75.13,130.17,35.43,66.28,6.61,1401.32,banana
32.22,25.52,54.19,19.21,44.7,8.05,881.21,orange
112.23,47.24,42.41,23.3,86.96,6.25,1721.32,rice
32.15,29.39,55.62,36.56,41.64,7.95,1000.53,orange
50.34,21.04,22.96,22.61,77.1,6.26,1775.25,cashew
35.13,19.13,34.83,24.73,73.44,6.28,3418.1,mango
88.38,61.18,54.66,22.75,65.51,6.12,616.48,maize
94.94,45.49,28.61,30.13,39.61,6.88,597.33,sorghum
54.84,36.58,101.9,24.95,69.86,7.19,3334.13,coconut
85.65,50.02,93.13,21.82,74.43,7.02,880.54,tomato
33.96,118.21,171.53,33.7,57.14,7.27,595.69,grapes
259.19,72.5,95.48,39.14,63.72,7.88,2193.95,sugarcane
97.86,38.5,37.2,29.33,82.18,5.64,2423.23,rice
46.33,74.62,37.31,24.57,51.9,7.37,829.23,soybean
24.51,25.24,79.33,31.37,53.08,7.47,534.33,pomegranate
38.05,26.82,86.72,35.01,91.79,6.06,2348.19,coconut
46.87,42.79,36.24,38.1,41.19,7.35,952.28,orange
29.71,16.5,30.0,31.79,76.27,6.11,3681.8,cashew
115.64,55.47,183.55,38.4,66.37,6.02,1606.51,banana
106.02,84.16,79.05,31.52,74.91,6.62,740.89,tomato
101.22,63.22,32.95,19.81,57.79,6.78,843.67,maize
57.56,24.06,31.61,25.55,85.69,6.77,2018.16,ragi
44.72,58.58,17.68,23.3,40.6,7.21,688.01,pigeonpeas
22.49,49.51,31.09,22.58,53.9,6.24,750.57,soybean
20.81,30.65,28.83,28.55,78.03,5.59,1851.83,cashew
33.61,79.4,36.0,27.98,67.1,7.97,582.28,pigeonpeas
39.11,33.88,47.39,23.7,86.13,6.98,1892.64,mango
35.12,67.75,28.7,32.1,63.72,5.9,972.98,pigeonpeas
93.43,57.92,63.17,26.94,68.97,7.59,1006.66,tomato
54.9,41.49,85.52,23.92,75.6,7.4,2808.27,coconut
62.74,47.06,35.52,22.4,54.69,7.79,959.07,sweet_lime
24.92,60.57,41.87,31.83,50.9,6.19,886.92,groundnut
55.14,42.48,53.96,36.68,42.73,6.81,947.67,orange
24.08,65.99,23.35,30.35,54.89,6.18,613.16,soybean
26.43,24.31,32.18,34.08,84.33,6.14,3457.15,mango
97.47,49.5,27.74,26.16,63.21,7.34,689.17,sorghum
85.77,67.45,48.89,27.6,45.97,7.65,544.07,onion
246.11,97.56,97.18,38.51,81.78,6.4,2373.38,sugarcane
76.57,38.7,42.66,25.18,65.36,7.92,390.29,wheat
163.86,80.01,102.3,28.2,55.12,7.0,2076.79,sugarcane
84.55,36.45,32.64,36.73,54.89,7.35,535.78,bajra
48.71,29.28,63.14,29.44,42.46,6.63,823.52,sweet_lime
137.61,44.55,29.06,34.38,43.36,8.13,604.01,cotton
67.9,59.75,53.66,26.49,87.66,5.64,2581.52,rice
42.27,25.22,73.96,24.0,60.83,7.2,458.81,pomegranate
80.65,47.31,27.67,32.49,59.12,6.76,650.31,sorghum
140.31,49.18,127.7,31.17,67.33,6.3,1365.11,banana
40.87,39.12,111.47,28.24,83.49,5.86,3436.14,coconut
22.68,112.48,168.95,19.16,47.32,7.34,723.2,grapes
31.72,22.47,38.81,34.73,85.28,6.59,2789.58,cashew
33.22,76.82,76.69,18.46,17.85,6.13,598.4,chickpea
68.18,38.3,66.77,32.55,53.5,7.72,696.39,onion
34.72,68.82,20.75,38.28,49.05,6.93,1048.61,pigeonpeas
42.21,38.69,43.62,27.33,47.77,6.92,867.19,groundnut
23.01,43.32,39.81,27.87,65.23,6.74,739.78,soybean
105.2,39.37,62.99,30.08,67.81,6.01,662.48,onion
34.44,77.4,72.24,18.83,39.31,7.72,441.56,chickpea
31.55,37.26,70.98,33.95,65.96,6.4,642.82,pomegranate
127.09,53.5,69.48,31.57,57.82,6.46,944.23,tomato
57.06,43.42,63.55,30.22,69.69,5.99,754.95,onion
26.96,22.3,40.41,29.18,54.42,7.71,732.6,pomegranate
21.43,97.77,141.22,26.5,57.05,7.14,520.09,grapes
37.23,33.78,35.17,24.71,69.06,7.8,614.35,sweet_lime
240.04,94.94,102.77,35.55,72.75,7.39,1178.27,sugarcane
25.96,75.05,35.74,32.63,40.99,6.47,649.84,pigeonpeas
37.2,82.23,132.44,16.15,49.4,7.48,569.44,grapes
107.52,47.49,36.93,25.95,68.97,6.81,1021.08,cotton
37.99,17.0,37.91,24.78,73.71,6.92,1956.98,mango
34.28,116.57,172.54,16.68,54.64,6.8,831.99,grapes
115.6,49.07,52.36,34.83,87.23,5.53,2089.47,rice
22.36,72.07,33.75,35.6,42.71,6.2,1087.46,pigeonpeas
37.96,20.7,22.94,35.24,70.08,5.39,3608.49,cashew
82.52,60.55,49.04,25.29,77.02,7.16,2868.37,rice
29.44,29.23,49.11,36.08,85.17,6.07,3626.47,mango
111.91,39.3,32.7,23.48,63.84,7.28,830.18,maize
27.95,62.13,18.22,29.74,40.9,6.29,959.6,pigeonpeas
42.38,53.22,30.07,28.61,72.4,6.93,764.41,groundnut
95.57,65.11,51.82,26.09,58.83,6.96,730.9,maize
66.12,42.8,36.5,26.69,39.53,7.75,514.13,bajra
77.75,40.73,42.26,14.06,54.32,7.14,796.27,wheat
143.77,65.59,38.67,34.53,48.86,7.64,1045.98,cotton
233.87,68.53,104.43,32.47,85.45,7.57,1666.46,sugarcane
210.55,94.51,143.46,35.31,58.3,7.85,766.14,banana
49.0,37.21,38.48,21.18,89.31,6.61,1183.43,ragi
19.43,117.18,177.91,14.04,39.48,7.36,727.28,grapes
132.83,56.66,104.86,27.65,73.79,7.52,1453.04,banana
50.88,15.76,23.33,34.45,61.67,5.58,2794.39,cashew
154.48,36.37,23.49,24.31,74.01,8.62,1033.65,cotton
45.51,48.85,34.98,25.0,47.82,6.98,652.38,groundnut
132.4,48.18,144.49,25.41,83.06,6.89,1571.14,banana
31.13,38.83,47.28,31.33,52.56,7.97,731.63,orange
145.45,51.83,29.96,27.08,51.05,8.31,712.26,cotton
100.29,48.47,44.05,35.23,81.61,5.6,2775.95,rice
29.01,39.33,34.51,23.71,67.53,6.9,518.91,groundnut
58.55,36.83,41.56,34.95,58.41,6.79,401.35,bajra
156.97,68.45,99.14,23.4,80.98,7.85,769.86,banana
27.26,71.4,33.05,38.09,48.86,6.46,759.52,pigeonpeas
34.5,28.1,53.85,30.83,70.67,8.13,972.45,orange
15.72,58.83,24.07,29.97,60.74,6.24,762.49,pigeonpeas
47.14,53.07,58.93,19.45,24.55,8.34,514.4,chickpea
48.19,123.72,127.37,27.59,68.81,7.05,591.15,grapes
55.98,29.56,29.32,35.51,58.29,8.0,1083.81,orange
